,num,url,title,play,view,author,pts
62,63,//www.bilibili.com/video/av79206618,【歪一旦】偶遇一位外国友人，帮他完成了一个心愿,100.8万,1462,歪果仁研究协会,697042
63,64,//www.bilibili.com/video/av78956324,终于找到原版了(ಡωಡ),28.1万,666,Youtube中文字幕组,685594
64,65,//www.bilibili.com/video/av79584141,创业记录2: 央视跟拍我们咖啡庄园，第一批已经寄美国！,57.1万,3604,我是郭杰瑞,684733
65,66,//www.bilibili.com/video/av79455604,厨师长教你：“青椒炒荷包蛋”的家常做法，味道很赞先收藏起来,83.1万,3458,美食作家王刚R,682499
66,67,//www.bilibili.com/video/av79234017,【金     庸     群     侠     传】,62.9万,653,雷三万,660540
67,68,//www.bilibili.com/video/av79431501,ofo退你押金了么？从估值200亿到欠债36亿，共享单车4年沉浮大复盘，揭秘寒冬下最后一场资本战争【中国商业史02】,51.1万,2737,冲浪普拉斯,656164
68,69,//www.bilibili.com/video/av79380458,【是大腿TOP10】93：在神坛上上下下的宫崎老贼，盘点2019TGA,41.5万,2996,起小点是大腿,651457
69,70,//www.bilibili.com/video/av78486370,这种课  应该没人睡觉吧,26.6万,1482,古铜丶,647280
70,71,//www.bilibili.com/video/av78854571,观看一分钟，兴奋一整天！！！,25.9万,822,-Azongzi-,646705
71,72,//www.bilibili.com/video/av78441309,【猛男舞团】新宝岛remix 宴 请 八 方【BML2019广州单品】,39.2万,2216,BML制作指挥部,645005
72,73,//www.bilibili.com/video/av79039876,从一无所有到独赢十三亿元，究极套路让输家心服口服，轮船赌博篇大结局！,19.0万,3586,小饭中年事件簿,642849
73,74,//www.bilibili.com/video/av79080822,全球唯一敢送此快递的快递员,91.4万,467,逗比的雀巢,640325
74,75,//www.bilibili.com/video/av79012351,【年度巨献/燃哭2019】感谢有你，见证每一个“梦境”的诞生！,32.3万,436,下班打游戏菌,632413
75,76,//www.bilibili.com/video/av79188154,听一遍就上瘾，克制不住的想收藏  日本冲绳民歌《海边的家-涙そうそう》,42.2万,1392,亚日视觉,630112
76,77,//www.bilibili.com/video/av79115195,2019人类迷惑行为大赏,52.2万,1856,啊纯我喜欢你,628435
